Lan,Datum,Uppskattning,Low_CI,High_CI
Skåne,2020-06-06,0.39,0.31,0.49
Södermanland,2020-06-06,0.54,0.22,1.24
Stockholm,2020-06-06,0.64,0.53,0.77
Uppsala,2020-06-06,0.57,0.33,0.93
Värmland,2020-06-06,0.49,0.21,1.03
Västerbotten,2020-06-06,0.4,0.15,0.95
Västernorrland,2020-06-06,0.44,0.17,1.02
Västmanland,2020-06-06,0.42,0.18,0.96
Västra Götaland,2020-06-06,0.5,0.39,0.64
Blekinge,2020-06-07,0.42,0.14,1.07
Dalarna,2020-06-07,0.52,0.23,1.12
Gävleborg,2020-06-07,0.6,0.3,1.18
Gotland,2020-06-07,0.5,0.06,2.33
Halland,2020-06-07,0.45,0.23,0.85
Jämtland,2020-06-07,0.51,0.16,1.39
Jönköping,2020-06-07,0.52,0.27,0.95
Kalmar,2020-06-07,0.38,0.14,0.97
Kronoberg,2020-06-07,0.4,0.14,0.98
Norrbotten,2020-06-07,0.43,0.15,1.11
Örebro,2020-06-07,0.59,0.27,1.19
Östergötland,2020-06-07,0.52,0.28,0.93
Skåne,2020-06-07,0.38,0.31,0.48
Södermanland,2020-06-07,0.57,0.25,1.28
Stockholm,2020-06-07,0.64,0.53,0.77
Uppsala,2020-06-07,0.51,0.29,0.86
Värmland,2020-06-07,0.48,0.2,1.01
Västerbotten,2020-06-07,0.45,0.18,1.02
Västernorrland,2020-06-07,0.46,0.18,1.04
Västmanland,2020-06-07,0.43,0.18,0.95
Västra Götaland,2020-06-07,0.5,0.39,0.64
Blekinge,2020-06-08,0.46,0.16,1.16
Dalarna,2020-06-08,0.56,0.27,1.17
Gävleborg,2020-06-08,0.58,0.28,1.15
Gotland,2020-06-08,0.38,0.02,2.17
Halland,2020-06-08,0.44,0.22,0.84
Jämtland,2020-06-08,0.4,0.12,1.2
Jönköping,2020-06-08,0.53,0.27,0.96
Kalmar,2020-06-08,0.41,0.15,1
Kronoberg,2020-06-08,0.42,0.15,1
Norrbotten,2020-06-08,0.46,0.16,1.13
Örebro,2020-06-08,0.57,0.27,1.16
Östergötland,2020-06-08,0.6,0.33,1.04
Skåne,2020-06-08,0.38,0.3,0.48
Södermanland,2020-06-08,0.59,0.26,1.28
Stockholm,2020-06-08,0.65,0.54,0.78
Uppsala,2020-06-08,0.51,0.29,0.87
Värmland,2020-06-08,0.52,0.23,1.07
Västerbotten,2020-06-08,0.45,0.18,1
Västernorrland,2020-06-08,0.47,0.19,1.06
Västmanland,2020-06-08,0.48,0.21,1.02
Västra Götaland,2020-06-08,0.47,0.37,0.61
Blekinge,2020-06-09,0.48,0.17,1.16
Dalarna,2020-06-09,0.53,0.26,1.12
Gävleborg,2020-06-09,0.59,0.28,1.17
Gotland,2020-06-09,0.5,0.05,2.38
Halland,2020-06-09,0.44,0.22,0.84
Jämtland,2020-06-09,0.4,0.11,1.21
Jönköping,2020-06-09,0.5,0.25,0.93
Kalmar,2020-06-09,0.4,0.14,1.02
Kronoberg,2020-06-09,0.42,0.15,1.02
Norrbotten,2020-06-09,0.47,0.16,1.16
Örebro,2020-06-09,0.54,0.25,1.11
Östergötland,2020-06-09,0.57,0.31,0.99
Skåne,2020-06-09,0.38,0.3,0.48
Södermanland,2020-06-09,0.62,0.27,1.35
Stockholm,2020-06-09,0.62,0.51,0.75
Uppsala,2020-06-09,0.48,0.27,0.82
Värmland,2020-06-09,0.52,0.23,1.07
Västerbotten,2020-06-09,0.47,0.19,1.03
Västernorrland,2020-06-09,0.48,0.2,1.08
Västmanland,2020-06-09,0.49,0.22,1.04
Västra Götaland,2020-06-09,0.48,0.37,0.62
Blekinge,2020-06-10,0.47,0.17,1.16
Dalarna,2020-06-10,0.55,0.26,1.14
Gävleborg,2020-06-10,0.53,0.24,1.08
Gotland,2020-06-10,0.39,0.03,2.28
Halland,2020-06-10,0.42,0.21,0.81
Jämtland,2020-06-10,0.42,0.13,1.23
Jönköping,2020-06-10,0.51,0.26,0.96
Kalmar,2020-06-10,0.45,0.16,1.1
Kronoberg,2020-06-10,0.43,0.15,1.02
Norrbotten,2020-06-10,0.49,0.18,1.19
Örebro,2020-06-10,0.54,0.24,1.12
Östergötland,2020-06-10,0.59,0.32,1.01
Skåne,2020-06-10,0.38,0.3,0.48
Södermanland,2020-06-10,0.55,0.23,1.25
Stockholm,2020-06-10,0.62,0.51,0.75
Uppsala,2020-06-10,0.47,0.26,0.81
Värmland,2020-06-10,0.49,0.21,1.02
Västerbotten,2020-06-10,0.45,0.18,1.01
Västernorrland,2020-06-10,0.46,0.18,1.05
Västmanland,2020-06-10,0.47,0.21,1.02
Västra Götaland,2020-06-10,0.47,0.36,0.6
Blekinge,2020-06-11,0.52,0.19,1.23
Dalarna,2020-06-11,0.5,0.23,1.08
Gävleborg,2020-06-11,0.56,0.26,1.14
Gotland,2020-06-11,0.41,0.03,2.37
Halland,2020-06-11,0.44,0.22,0.83
Jämtland,2020-06-11,0.44,0.14,1.26
Jönköping,2020-06-11,0.47,0.23,0.9
Kalmar,2020-06-11,0.44,0.16,1.08
Kronoberg,2020-06-11,0.42,0.15,1
Norrbotten,2020-06-11,0.48,0.17,1.18
Örebro,2020-06-11,0.48,0.19,1.06
Östergötland,2020-06-11,0.57,0.31,1
Skåne,2020-06-11,0.37,0.29,0.47
Södermanland,2020-06-11,0.56,0.24,1.26
Stockholm,2020-06-11,0.61,0.51,0.74
Uppsala,2020-06-11,0.51,0.29,0.86
Värmland,2020-06-11,0.49,0.21,1.03
Västerbotten,2020-06-11,0.45,0.18,1.01
Västernorrland,2020-06-11,0.46,0.18,1.05
Västmanland,2020-06-11,0.49,0.21,1.06
Västra Götaland,2020-06-11,0.46,0.36,0.6
Blekinge,2020-06-12,0.44,0.15,1.12
Dalarna,2020-06-12,0.53,0.25,1.15
Gävleborg,2020-06-12,0.55,0.26,1.14
Gotland,2020-06-12,0.45,0.05,2.28
Halland,2020-06-12,0.42,0.21,0.81
Jämtland,2020-06-12,0.42,0.13,1.24
Jönköping,2020-06-12,0.48,0.24,0.92
Kalmar,2020-06-12,0.47,0.18,1.1
Kronoberg,2020-06-12,0.42,0.15,1
Norrbotten,2020-06-12,0.47,0.17,1.17
Örebro,2020-06-12,0.44,0.18,1
Östergötland,2020-06-12,0.54,0.28,0.96
Skåne,2020-06-12,0.36,0.28,0.46
Södermanland,2020-06-12,0.56,0.23,1.27
Stockholm,2020-06-12,0.6,0.49,0.72
Uppsala,2020-06-12,0.49,0.28,0.84
Värmland,2020-06-12,0.45,0.18,1
Västerbotten,2020-06-12,0.44,0.17,1.01
Västernorrland,2020-06-12,0.5,0.2,1.12
Västmanland,2020-06-12,0.46,0.19,1.03
Västra Götaland,2020-06-12,0.45,0.35,0.59
Blekinge,2020-06-13,0.43,0.14,1.11
Dalarna,2020-06-13,0.58,0.27,1.22
Gävleborg,2020-06-13,0.52,0.24,1.08
Gotland,2020-06-13,0.44,0.04,2.38
Halland,2020-06-13,0.39,0.19,0.78
Jämtland,2020-06-13,0.45,0.14,1.28
Jönköping,2020-06-13,0.52,0.26,0.97
Kalmar,2020-06-13,0.47,0.17,1.12
Kronoberg,2020-06-13,0.43,0.16,1.02
Norrbotten,2020-06-13,0.45,0.16,1.14
Örebro,2020-06-13,0.48,0.2,1.05
Östergötland,2020-06-13,0.55,0.3,0.98
Skåne,2020-06-13,0.37,0.29,0.47
Södermanland,2020-06-13,0.58,0.24,1.29
Stockholm,2020-06-13,0.57,0.47,0.7
Uppsala,2020-06-13,0.49,0.27,0.85
Värmland,2020-06-13,0.43,0.17,0.98
Västerbotten,2020-06-13,0.48,0.2,1.05
Västernorrland,2020-06-13,0.47,0.18,1.09
Västmanland,2020-06-13,0.46,0.19,1.03
Västra Götaland,2020-06-13,0.46,0.36,0.6
Blekinge,2020-06-14,0.39,0.11,1.06
Dalarna,2020-06-14,0.47,0.2,1.06
Gävleborg,2020-06-14,0.49,0.21,1.06
Gotland,2020-06-14,0.44,0.04,2.34
Halland,2020-06-14,0.39,0.19,0.79
Jämtland,2020-06-14,0.37,0.1,1.16
Jönköping,2020-06-14,0.47,0.22,0.91
Kalmar,2020-06-14,0.41,0.13,1.06
Kronoberg,2020-06-14,0.37,0.12,0.95
Norrbotten,2020-06-14,0.45,0.16,1.14
Örebro,2020-06-14,0.43,0.17,1
Östergötland,2020-06-14,0.56,0.3,1
Skåne,2020-06-14,0.36,0.28,0.45
Södermanland,2020-06-14,0.52,0.2,1.22
Stockholm,2020-06-14,0.55,0.45,0.68
Uppsala,2020-06-14,0.45,0.24,0.81
Värmland,2020-06-14,0.46,0.19,1.01
Västerbotten,2020-06-14,0.39,0.14,0.95
Västernorrland,2020-06-14,0.47,0.17,1.11
Västmanland,2020-06-14,0.45,0.18,1.03
Västra Götaland,2020-06-14,0.44,0.34,0.58
Blekinge,2020-06-15,0.44,0.15,1.12
Dalarna,2020-06-15,0.48,0.2,1.09
Gävleborg,2020-06-15,0.44,0.19,0.99
Gotland,2020-06-15,0.58,0.08,2.61
Halland,2020-06-15,0.36,0.16,0.75
Jämtland,2020-06-15,0.36,0.09,1.17
Jönköping,2020-06-15,0.43,0.2,0.87
Kalmar,2020-06-15,0.37,0.11,1.02
Kronoberg,2020-06-15,0.36,0.11,0.94
Norrbotten,2020-06-15,0.43,0.15,1.12
Örebro,2020-06-15,0.36,0.13,0.91
Östergötland,2020-06-15,0.54,0.29,0.97
Skåne,2020-06-15,0.35,0.27,0.45
Södermanland,2020-06-15,0.54,0.21,1.26
Stockholm,2020-06-15,0.55,0.45,0.68
Uppsala,2020-06-15,0.44,0.24,0.79
Värmland,2020-06-15,0.48,0.2,1.04
Västerbotten,2020-06-15,0.39,0.14,0.96
Västernorrland,2020-06-15,0.47,0.17,1.11
Västmanland,2020-06-15,0.44,0.17,1.03
Västra Götaland,2020-06-15,0.43,0.33,0.56
Blekinge,2020-06-16,0.47,0.16,1.18
Dalarna,2020-06-16,0.46,0.18,1.09
Gävleborg,2020-06-16,0.44,0.19,1
Gotland,2020-06-16,0.47,0.05,2.57
Halland,2020-06-16,0.35,0.16,0.74
Jämtland,2020-06-16,0.36,0.09,1.17
Jönköping,2020-06-16,0.49,0.23,0.94
Kalmar,2020-06-16,0.36,0.11,0.99
Kronoberg,2020-06-16,0.37,0.12,0.96
Norrbotten,2020-06-16,0.4,0.14,1.08
Örebro,2020-06-16,0.4,0.15,0.96
Östergötland,2020-06-16,0.53,0.28,0.97
Skåne,2020-06-16,0.35,0.28,0.45
Södermanland,2020-06-16,0.49,0.19,1.2
Stockholm,2020-06-16,0.54,0.44,0.66
Uppsala,2020-06-16,0.46,0.25,0.81
Värmland,2020-06-16,0.44,0.18,0.98
Västerbotten,2020-06-16,0.34,0.11,0.89
Västernorrland,2020-06-16,0.44,0.15,1.08
Västmanland,2020-06-16,0.51,0.21,1.11
Västra Götaland,2020-06-16,0.44,0.34,0.58
Blekinge,2020-06-17,0.42,0.13,1.13
Dalarna,2020-06-17,0.5,0.21,1.13
Gävleborg,2020-06-17,0.46,0.2,1.01
Gotland,2020-06-17,0.43,0.04,2.57
Halland,2020-06-17,0.36,0.16,0.75
Jämtland,2020-06-17,0.32,0.07,1.13
Jönköping,2020-06-17,0.47,0.23,0.93
Kalmar,2020-06-17,0.31,0.09,0.92
Kronoberg,2020-06-17,0.35,0.11,0.94
Norrbotten,2020-06-17,0.43,0.16,1.12
Örebro,2020-06-17,0.4,0.15,0.97
Östergötland,2020-06-17,0.56,0.3,1
Skåne,2020-06-17,0.33,0.26,0.43
Södermanland,2020-06-17,0.44,0.16,1.15
Stockholm,2020-06-17,0.54,0.44,0.66
Uppsala,2020-06-17,0.44,0.23,0.79
Värmland,2020-06-17,0.45,0.18,1
Västerbotten,2020-06-17,0.38,0.14,0.95
Västernorrland,2020-06-17,0.45,0.16,1.1
Västmanland,2020-06-17,0.5,0.21,1.09
Västra Götaland,2020-06-17,0.42,0.32,0.55
Blekinge,2020-06-18,0.48,0.16,1.23
Dalarna,2020-06-18,0.46,0.19,1.07
Gävleborg,2020-06-18,0.44,0.19,0.99
Gotland,2020-06-18,0.41,0.03,2.54
Halland,2020-06-18,0.39,0.17,0.8
Jämtland,2020-06-18,0.41,0.09,1.31
Jönköping,2020-06-18,0.51,0.25,0.97
Kalmar,2020-06-18,0.29,0.08,0.91
Kronoberg,2020-06-18,0.28,0.08,0.85
Norrbotten,2020-06-18,0.49,0.18,1.24
Örebro,2020-06-18,0.44,0.17,1.01
Östergötland,2020-06-18,0.52,0.26,0.95
Skåne,2020-06-18,0.33,0.25,0.42
Södermanland,2020-06-18,0.44,0.15,1.16
Stockholm,2020-06-18,0.51,0.41,0.63
Uppsala,2020-06-18,0.44,0.23,0.8
Värmland,2020-06-18,0.45,0.18,1.01
Västerbotten,2020-06-18,0.37,0.13,0.94
Västernorrland,2020-06-18,0.42,0.14,1.06
Västmanland,2020-06-18,0.54,0.24,1.13
Västra Götaland,2020-06-18,0.41,0.31,0.54
Blekinge,2020-06-19,0.48,0.16,1.22
Dalarna,2020-06-19,0.44,0.18,1.05
Gävleborg,2020-06-19,0.45,0.2,1.02
Gotland,2020-06-19,0.45,0.05,2.62
Halland,2020-06-19,0.36,0.15,0.78
Jämtland,2020-06-19,0.37,0.07,1.26
Jönköping,2020-06-19,0.52,0.26,1
Kalmar,2020-06-19,0.33,0.11,0.95
Kronoberg,2020-06-19,0.3,0.09,0.87
Norrbotten,2020-06-19,0.51,0.2,1.24
Örebro,2020-06-19,0.46,0.19,1.05
Östergötland,2020-06-19,0.51,0.25,0.94
Skåne,2020-06-19,0.33,0.25,0.43
Södermanland,2020-06-19,0.46,0.16,1.19
Stockholm,2020-06-19,0.51,0.41,0.63
Uppsala,2020-06-19,0.45,0.24,0.81
Värmland,2020-06-19,0.45,0.18,1.02
Västerbotten,2020-06-19,0.35,0.12,0.91
Västernorrland,2020-06-19,0.41,0.13,1.06
Västmanland,2020-06-19,0.49,0.21,1.07
Västra Götaland,2020-06-19,0.4,0.3,0.53
Blekinge,2020-06-20,0.41,0.13,1.13
Dalarna,2020-06-20,0.43,0.17,1.03
Gävleborg,2020-06-20,0.45,0.19,1.01
Gotland,2020-06-20,0.6,0.08,2.97
Halland,2020-06-20,0.33,0.14,0.75
Jämtland,2020-06-20,0.36,0.07,1.26
Jönköping,2020-06-20,0.53,0.26,1.01
Kalmar,2020-06-20,0.3,0.09,0.93
Kronoberg,2020-06-20,0.28,0.08,0.84
Norrbotten,2020-06-20,0.43,0.16,1.14
Örebro,2020-06-20,0.42,0.16,0.99
Östergötland,2020-06-20,0.5,0.25,0.94
Skåne,2020-06-20,0.32,0.24,0.42
Södermanland,2020-06-20,0.44,0.15,1.17
Stockholm,2020-06-20,0.48,0.38,0.6
Uppsala,2020-06-20,0.42,0.22,0.78
Värmland,2020-06-20,0.46,0.18,1.03
Västerbotten,2020-06-20,0.31,0.1,0.86
Västernorrland,2020-06-20,0.38,0.11,1.03
Västmanland,2020-06-20,0.46,0.19,1.03
Västra Götaland,2020-06-20,0.4,0.29,0.53
Blekinge,2020-06-21,0.42,0.13,1.17
Dalarna,2020-06-21,0.44,0.17,1.08
Gävleborg,2020-06-21,0.47,0.19,1.03
Gotland,2020-06-21,0.45,0.05,2.82
Halland,2020-06-21,0.31,0.12,0.72
Jämtland,2020-06-21,0.31,0.05,1.19
Jönköping,2020-06-21,0.51,0.25,0.98
Kalmar,2020-06-21,0.33,0.09,1.01
Kronoberg,2020-06-21,0.28,0.07,0.85
Norrbotten,2020-06-21,0.44,0.15,1.17
Örebro,2020-06-21,0.39,0.14,0.97
Östergötland,2020-06-21,0.49,0.24,0.93
Skåne,2020-06-21,0.3,0.23,0.4
Södermanland,2020-06-21,0.45,0.15,1.2
Stockholm,2020-06-21,0.46,0.37,0.58
Uppsala,2020-06-21,0.41,0.21,0.77
Värmland,2020-06-21,0.43,0.17,1
Västerbotten,2020-06-21,0.34,0.12,0.91
Västernorrland,2020-06-21,0.38,0.12,1.02
Västmanland,2020-06-21,0.52,0.22,1.12
Västra Götaland,2020-06-21,0.39,0.29,0.53
Blekinge,2020-06-22,0.39,0.11,1.13
Dalarna,2020-06-22,0.38,0.14,1.01
Gävleborg,2020-06-22,0.45,0.19,1.01
Gotland,2020-06-22,0.47,0.05,2.71
Halland,2020-06-22,0.33,0.13,0.74
Jämtland,2020-06-22,0.3,0.05,1.2
Jönköping,2020-06-22,0.48,0.23,0.96
Kalmar,2020-06-22,0.29,0.08,0.95
Kronoberg,2020-06-22,0.27,0.07,0.84
Norrbotten,2020-06-22,0.42,0.14,1.13
Örebro,2020-06-22,0.42,0.16,1.01
Östergötland,2020-06-22,0.46,0.22,0.89
Skåne,2020-06-22,0.29,0.22,0.39
Södermanland,2020-06-22,0.43,0.14,1.17
Stockholm,2020-06-22,0.45,0.35,0.57
Uppsala,2020-06-22,0.37,0.18,0.72
Värmland,2020-06-22,0.39,0.15,0.94
Västerbotten,2020-06-22,0.35,0.12,0.91
Västernorrland,2020-06-22,0.36,0.1,1.01
Västmanland,2020-06-22,0.51,0.21,1.11
Västra Götaland,2020-06-22,0.39,0.29,0.52
Blekinge,2020-06-23,0.35,0.09,1.07
Dalarna,2020-06-23,0.42,0.16,1.08
Gävleborg,2020-06-23,0.41,0.16,0.95
Gotland,2020-06-23,0.5,0.06,2.78
Halland,2020-06-23,0.31,0.12,0.71
Jämtland,2020-06-23,0.34,0.06,1.28
Jönköping,2020-06-23,0.44,0.2,0.92
Kalmar,2020-06-23,0.26,0.06,0.93
Kronoberg,2020-06-23,0.25,0.06,0.83
Norrbotten,2020-06-23,0.42,0.14,1.14
Örebro,2020-06-23,0.44,0.17,1.04
Östergötland,2020-06-23,0.47,0.23,0.91
Skåne,2020-06-23,0.28,0.21,0.37
Södermanland,2020-06-23,0.48,0.17,1.26
Stockholm,2020-06-23,0.44,0.34,0.56
Uppsala,2020-06-23,0.39,0.19,0.75
Värmland,2020-06-23,0.34,0.12,0.87
Västerbotten,2020-06-23,0.35,0.12,0.92
Västernorrland,2020-06-23,0.34,0.09,1
Västmanland,2020-06-23,0.45,0.18,1.05
Västra Götaland,2020-06-23,0.38,0.28,0.51
Blekinge,2020-06-24,0.36,0.1,1.09
Dalarna,2020-06-24,0.39,0.14,1.05
Gävleborg,2020-06-24,0.44,0.18,0.99
Gotland,2020-06-24,0.59,0.06,3
Halland,2020-06-24,0.32,0.13,0.73
Jämtland,2020-06-24,0.32,0.05,1.25
Jönköping,2020-06-24,0.43,0.2,0.9
Kalmar,2020-06-24,0.29,0.07,0.97
Kronoberg,2020-06-24,0.26,0.06,0.85
Norrbotten,2020-06-24,0.52,0.19,1.27
Örebro,2020-06-24,0.43,0.16,1.06
Östergötland,2020-06-24,0.46,0.22,0.9
Skåne,2020-06-24,0.27,0.2,0.36
Södermanland,2020-06-24,0.4,0.12,1.14
Stockholm,2020-06-24,0.43,0.34,0.55
Uppsala,2020-06-24,0.34,0.16,0.69
Värmland,2020-06-24,0.32,0.11,0.86
Västerbotten,2020-06-24,0.3,0.09,0.85
Västernorrland,2020-06-24,0.34,0.1,0.99
Västmanland,2020-06-24,0.42,0.17,0.98
Västra Götaland,2020-06-24,0.36,0.26,0.49
Blekinge,2020-06-25,0.28,0.06,0.97
Dalarna,2020-06-25,0.35,0.12,1
Gävleborg,2020-06-25,0.4,0.15,0.93
Gotland,2020-06-25,0.61,0.07,3.06
Halland,2020-06-25,0.25,0.09,0.62
Jämtland,2020-06-25,0.23,0.03,1.1
Jönköping,2020-06-25,0.41,0.18,0.88
Kalmar,2020-06-25,0.32,0.07,1.04
Kronoberg,2020-06-25,0.23,0.05,0.83
Norrbotten,2020-06-25,0.39,0.13,1.09
Örebro,2020-06-25,0.42,0.15,1.06
Östergötland,2020-06-25,0.43,0.2,0.86
Skåne,2020-06-25,0.26,0.19,0.35
Södermanland,2020-06-25,0.41,0.13,1.17
Stockholm,2020-06-25,0.4,0.31,0.51
Uppsala,2020-06-25,0.34,0.15,0.7
Värmland,2020-06-25,0.3,0.1,0.83
Västerbotten,2020-06-25,0.3,0.08,0.87
Västernorrland,2020-06-25,0.37,0.1,1.03
Västmanland,2020-06-25,0.34,0.12,0.89
Västra Götaland,2020-06-25,0.35,0.26,0.48
Blekinge,2020-06-26,0.25,0.04,0.94
Dalarna,2020-06-26,0.37,0.13,1.01
Gävleborg,2020-06-26,0.37,0.14,0.89
Gotland,2020-06-26,0.52,0.04,3.01
Halland,2020-06-26,0.24,0.09,0.61
Jämtland,2020-06-26,0.23,0.03,1.13
Jönköping,2020-06-26,0.42,0.19,0.89
Kalmar,2020-06-26,0.34,0.08,1.06
Kronoberg,2020-06-26,0.25,0.06,0.85
Norrbotten,2020-06-26,0.41,0.13,1.14
Örebro,2020-06-26,0.4,0.14,1.04
Östergötland,2020-06-26,0.43,0.2,0.85
Skåne,2020-06-26,0.26,0.19,0.35
Södermanland,2020-06-26,0.38,0.11,1.11
Stockholm,2020-06-26,0.39,0.3,0.5
Uppsala,2020-06-26,0.32,0.14,0.68
Värmland,2020-06-26,0.3,0.1,0.82
Västerbotten,2020-06-26,0.28,0.07,0.84
Västernorrland,2020-06-26,0.37,0.1,1.04
Västmanland,2020-06-26,0.33,0.12,0.89
Västra Götaland,2020-06-26,0.34,0.24,0.46
Blekinge,2020-06-27,0.28,0.05,1
Dalarna,2020-06-27,0.38,0.13,1.03
Gävleborg,2020-06-27,0.3,0.1,0.79
Gotland,2020-06-27,0.51,0.03,3.07
Halland,2020-06-27,0.24,0.09,0.61
Jämtland,2020-06-27,0.25,0.04,1.15
Jönköping,2020-06-27,0.41,0.18,0.89
Kalmar,2020-06-27,0.38,0.1,1.12
Kronoberg,2020-06-27,0.24,0.05,0.85
Norrbotten,2020-06-27,0.52,0.18,1.32
Örebro,2020-06-27,0.4,0.14,1.05
Östergötland,2020-06-27,0.42,0.19,0.85
Skåne,2020-06-27,0.24,0.18,0.33
Södermanland,2020-06-27,0.37,0.12,1.1
Stockholm,2020-06-27,0.37,0.28,0.48
Uppsala,2020-06-27,0.31,0.13,0.67
Värmland,2020-06-27,0.28,0.09,0.81
Västerbotten,2020-06-27,0.29,0.08,0.85
Västernorrland,2020-06-27,0.38,0.11,1.05
Västmanland,2020-06-27,0.31,0.1,0.85
Västra Götaland,2020-06-27,0.31,0.22,0.43
Blekinge,2020-06-28,0.23,0.04,0.92
Dalarna,2020-06-28,0.36,0.12,1.01
Gävleborg,2020-06-28,0.33,0.11,0.86
Gotland,2020-06-28,0.4,0.01,2.95
Halland,2020-06-28,0.28,0.11,0.66
Jämtland,2020-06-28,0.22,0.03,1.11
Jönköping,2020-06-28,0.34,0.13,0.79
Kalmar,2020-06-28,0.37,0.1,1.1
Kronoberg,2020-06-28,0.22,0.04,0.82
Norrbotten,2020-06-28,0.47,0.16,1.23
Örebro,2020-06-28,0.37,0.12,1
Östergötland,2020-06-28,0.42,0.19,0.85
Skåne,2020-06-28,0.24,0.17,0.33
Södermanland,2020-06-28,0.36,0.12,1.07
Stockholm,2020-06-28,0.36,0.27,0.46
Uppsala,2020-06-28,0.31,0.13,0.66
Värmland,2020-06-28,0.27,0.08,0.8
Västerbotten,2020-06-28,0.31,0.09,0.9
Västernorrland,2020-06-28,0.36,0.1,1.04
Västmanland,2020-06-28,0.31,0.1,0.86
Västra Götaland,2020-06-28,0.31,0.22,0.44
Blekinge,2020-06-29,0.21,0.03,0.92
Dalarna,2020-06-29,0.37,0.12,1.03
Gävleborg,2020-06-29,0.42,0.17,0.99
Gotland,2020-06-29,0.43,0.01,3.05
Halland,2020-06-29,0.28,0.11,0.67
Jämtland,2020-06-29,0.24,0.04,1.15
Jönköping,2020-06-29,0.32,0.13,0.77
Kalmar,2020-06-29,0.34,0.08,1.09
Kronoberg,2020-06-29,0.18,0.03,0.76
Norrbotten,2020-06-29,0.48,0.16,1.27
Örebro,2020-06-29,0.37,0.12,0.99
Östergötland,2020-06-29,0.46,0.21,0.9
Skåne,2020-06-29,0.23,0.17,0.32
Södermanland,2020-06-29,0.4,0.13,1.13
Stockholm,2020-06-29,0.36,0.28,0.47
Uppsala,2020-06-29,0.29,0.12,0.64
Värmland,2020-06-29,0.28,0.08,0.81
Västerbotten,2020-06-29,0.33,0.09,0.92
Västernorrland,2020-06-29,0.35,0.1,1.02
Västmanland,2020-06-29,0.35,0.12,0.94
Västra Götaland,2020-06-29,0.31,0.22,0.43
Blekinge,2020-06-30,0.22,0.04,0.96
Dalarna,2020-06-30,0.42,0.14,1.1
Gävleborg,2020-06-30,0.41,0.16,0.98
Gotland,2020-06-30,0.5,0.02,3.19
Halland,2020-06-30,0.33,0.14,0.73
Jämtland,2020-06-30,0.38,0.07,1.39
Jönköping,2020-06-30,0.37,0.15,0.83
Kalmar,2020-06-30,0.38,0.1,1.13
Kronoberg,2020-06-30,0.24,0.05,0.85
Norrbotten,2020-06-30,0.48,0.16,1.28
Örebro,2020-06-30,0.37,0.11,1.02
Östergötland,2020-06-30,0.42,0.19,0.86
Skåne,2020-06-30,0.25,0.18,0.34
Södermanland,2020-06-30,0.37,0.11,1.12
Stockholm,2020-06-30,0.37,0.28,0.48
Uppsala,2020-06-30,0.3,0.13,0.65
Värmland,2020-06-30,0.26,0.08,0.77
Västerbotten,2020-06-30,0.29,0.07,0.88
Västernorrland,2020-06-30,0.34,0.1,1
Västmanland,2020-06-30,0.36,0.13,0.94
Västra Götaland,2020-06-30,0.32,0.23,0.44
Blekinge,2020-07-01,0.21,0.04,0.94
Dalarna,2020-07-01,0.43,0.16,1.11
Gävleborg,2020-07-01,0.44,0.18,1.02
Gotland,2020-07-01,0.28,0.01,2.87
Halland,2020-07-01,0.38,0.16,0.81
Jämtland,2020-07-01,0.39,0.07,1.39
Jönköping,2020-07-01,0.38,0.15,0.85
Kalmar,2020-07-01,0.37,0.1,1.1
Kronoberg,2020-07-01,0.26,0.06,0.87
Norrbotten,2020-07-01,0.44,0.14,1.24
Örebro,2020-07-01,0.32,0.09,0.94
Östergötland,2020-07-01,0.44,0.2,0.88
Skåne,2020-07-01,0.25,0.18,0.34
Södermanland,2020-07-01,0.39,0.12,1.15
Stockholm,2020-07-01,0.38,0.29,0.5
Uppsala,2020-07-01,0.38,0.18,0.75
Värmland,2020-07-01,0.25,0.07,0.78
Västerbotten,2020-07-01,0.33,0.1,0.94
Västernorrland,2020-07-01,0.33,0.09,0.99
Västmanland,2020-07-01,0.43,0.17,1.03
Västra Götaland,2020-07-01,0.32,0.23,0.45
Blekinge,2020-07-02,0.21,0.03,1.01
Dalarna,2020-07-02,0.45,0.18,1.11
Gävleborg,2020-07-02,0.44,0.19,1.03
Gotland,2020-07-02,0.24,0.01,2.88
Halland,2020-07-02,0.4,0.17,0.84
Jämtland,2020-07-02,0.42,0.09,1.43
Jönköping,2020-07-02,0.38,0.16,0.84
Kalmar,2020-07-02,0.29,0.06,0.99
Kronoberg,2020-07-02,0.25,0.06,0.84
Norrbotten,2020-07-02,0.39,0.12,1.15
Örebro,2020-07-02,0.29,0.07,0.88
Östergötland,2020-07-02,0.44,0.2,0.89
Skåne,2020-07-02,0.25,0.19,0.35
Södermanland,2020-07-02,0.41,0.14,1.17
Stockholm,2020-07-02,0.38,0.3,0.5
Uppsala,2020-07-02,0.34,0.16,0.7
Värmland,2020-07-02,0.26,0.07,0.8
Västerbotten,2020-07-02,0.36,0.12,0.97
Västernorrland,2020-07-02,0.36,0.1,1.05
Västmanland,2020-07-02,0.41,0.15,1.02
Västra Götaland,2020-07-02,0.32,0.23,0.45
Blekinge,2020-07-03,0.25,0.04,1.04
Dalarna,2020-07-03,0.42,0.16,1.07
Gävleborg,2020-07-03,0.44,0.18,1.01
Gotland,2020-07-03,0.24,0,2.77
